gene	log2PAO1A1	log2PAO1A2	log2PAO1A3	log2PAO1B1	log2PAO1B2	log2PAO1B3	log2PAO1C1	log2PAO1C2	log2PAO1C3	log2mutSA1	log2mutSA2	log2mutSA3	log2mutSB1	log2mutSB2	log2mutSB3	log2mutSC1	log2mutSC2	log2mutSC3
PA2195_hcnC_at	-0.066281668	-0.582834828	-0.40535434	-2.714173777	-3.901424813	1.191468454	-0.20196274	0.125757907	-2.089164977	-0.130671668	-0.051586956	0.360695755	-0.04984959	0.183667747	1.052250045	0.378603523	0.089804359	-0.551288412
PA1902_s_at	-0.179468095	-0.428766019	-0.07957584	-3.234427864	-5.555824714	1.896187698	-0.07517272	-0.140075525	-1.911071272	0.351929679	-0.093551781	0.17323645	-0.163391672	-0.34934659	-0.007347544	0.545847749	-0.142877655	-0.100411716
PA1101_fliF_at	2.077915417	2.093551548	1.426167744	0.946343532	0.764691967	-0.176414828	-0.842320259	-1.93937413	-0.042738897	5.994113222	5.2037667	5.629956714	-0.942146635	-1.357447051	-0.16634646	-0.060393946	0.379880891	-0.217387449
PA1901_s_at	-0.248126557	-0.340596016	-0.502748902	-3.321924492	-5.210659801	1.24548107	-0.295411261	-0.638129713	-1.618777854	-0.084835935	-0.495623459	-0.25939531	0.213550098	-0.347644006	0.125012953	0.191624014	-0.134648001	-0.02760293
PA4131_at	0.526719197	-0.059535624	0.146645894	-3.151829205	-1.607757292	0.569070293	-0.078274711	-1.37787792	-1.605112412	1.636848009	2.505008246	0.252995821	-1.4896832	-1.042555961	0.670373173	0.584726631	0.209106789	0.099687772
PA0171_at	-1.253269185	-1.083947612	-0.830119398	-1.776116421	-2.835047777	0.091176616	-0.099442969	1.504272189	-4.243727342	-0.225729493	0.035916541	-0.166647983	-0.148163028	0.130624592	-0.062802921	0.151406075	0.032967476	-0.234102114
PA3724_lasB_at	-0.029224327	-0.352082574	-0.221204725	-3.394771003	-5.804448149	2.08320376	-0.320538754	0.035453798	-3.193530413	0.149144659	-0.001026015	-0.099640149	-0.163996204	-0.373745128	-0.180789487	0.221420924	-0.373503511	-0.01520189
PA4739_at	0.057383273	-0.486982789	-0.430724961	-2.279845312	-5.758118949	2.927680018	0.725980509	1.772864298	-1.826146474	0.046007366	-0.01499702	-0.172635965	0.505711388	1.962648807	0.915181868	3.287506333	-1.08172769	-0.031585477
PA1086_flgK_at	0.785290252	0.517140154	0.197758347	0.26355206	-0.883412251	-0.696111366	0.815818225	-0.378392617	1.357168415	5.730187906	4.681712398	4.267351495	0.255353038	0.311743445	0.181115857	-0.558737565	-0.954099415	-0.946226758
PA1041_at	0.157275681	-0.476079317	-0.497951519	-2.918316968	-4.716946094	2.081895891	-0.249259875	-0.88406751	-1.579858403	-0.048002439	0.31171679	0.185998973	0.255038255	0.460448253	0.257343463	0.366890421	-0.008756515	0.2667282
PA1905_s_at	-0.20167884	-0.552486111	-0.564595551	-4.570682897	-6.456451664	1.433769916	-0.551510594	-0.866409602	-2.298112998	0.148145521	-0.184699568	0.14963647	-0.046362798	-0.092257887	-0.192999893	0.542668236	-0.206221496	-0.351202038
PA4211_g_at	-0.07257004	-0.604676433	-0.760679073	-5.881143837	-7.711778996	1.8718735	-0.462337704	-0.392982717	-3.987497164	0.210866458	-0.058681471	0.338142845	-0.307318825	-0.378168066	-0.221139491	0.840791982	-0.144380579	-0.060052231
PA4141_at	0.813317534	-0.020406629	-0.380637244	-4.280809895	-4.766760903	0.472171296	-0.290231147	-0.628420024	-2.164861433	-0.462030409	0.175431889	-0.307529409	-0.15110549	0.480987066	0.787764798	0.905557445	-0.245781802	0.648093576
PA1871_lasA_at	-0.166125252	-0.293081974	-0.092865932	-3.369886799	-6.136531053	2.31569895	0.091221885	0.237507681	-4.0779568	0.089624864	0.155553563	0.286199599	-0.093458021	-0.083602656	0.248866799	0.747483867	-0.206441905	-0.418432777
PA1904_s_at	-0.188454678	-0.505819981	-0.349947373	-3.428594845	-5.469475855	1.58880194	-0.294050703	-0.567497698	-1.816700837	0.089429799	-0.048879673	0.394768084	-0.077496875	-0.0902008	0.142934013	0.582859853	0.026292069	-0.077721196
PA4607_at	0.282975538	-0.228129556	-0.60554491	-3.641812393	-4.506010313	1.15970051	0.001130192	-0.730806142	-1.735975055	-0.071944338	0.145663256	-0.119907496	0.152993977	0.428841584	0.62508253	0.771629012	-0.186616479	0.13419214
PA1903_s_at	-0.171470001	-0.501501073	-0.221729037	-3.510049049	-5.878745314	2.020760901	-0.583109328	-0.15531349	-2.063331722	0.102877181	0.211162187	0.099032554	-0.187362118	-0.429334854	0.143876053	0.429301479	0.102228866	-0.273323955
PA1094_fliD_at	-0.201105749	0.165698795	-0.054292986	-0.55414127	-0.550106536	0.08505474	-0.674282623	-0.746277926	-0.647630422	4.235942689	4.227726116	3.717793651	0.079245012	-0.345482781	-0.931363559	-0.082012021	-0.473653443	-0.029938407
PA1459_at	-0.780009456	-0.671376473	-1.134183764	-0.539604885	-0.903274248	-0.183411235	-0.337097278	-0.251711941	-0.026834686	1.609250009	0.287647298	1.251687423	-0.385670156	0.24344136	0.426649036	0.690916481	0.1617818	-0.135808676
PA3907_at	-0.540411142	-1.315641114	-1.598399131	-2.380748915	-1.883906703	-0.3746361	0.295535624	0.308452716	-1.650386768	0.139577729	-0.48991505	0.207888396	-0.285171028	0.211211955	-0.328932185	0.102301077	0.050456327	0.222262261
PA3336_at	0.075314335	-0.41447021	-0.439564015	-2.09933702	-2.047281729	0.206449377	-0.198323676	-0.556935132	-1.24096836	0.102859752	-0.073022665	0.224699143	0.588686918	0.442672071	1.068716385	0.162780785	-0.088091951	-0.186271313
PA3688_at	-0.747026215	-1.271780448	-0.666200592	-2.13395672	-2.362736454	0.188668341	0.131561751	-0.384562708	-0.644057719	0.068724621	0.236489629	-0.022725189	0.125044455	0.511392939	0.146613515	0.417207579	-0.060833824	-0.363980476
PA2305_at	-0.316016688	-0.582589451	-0.30313515	-1.924907614	-3.160714197	0.582498732	-0.076392835	0.133861389	-1.645631827	-0.196077858	-0.119799788	0.555764219	0.045100255	0.198530906	0.832344056	0.699915732	-0.109101938	-0.265785017
PA0040_s_at	-1.764920071	-1.226809693	-1.884564363	-1.02771245	-0.586475751	-0.080005187	-1.059338969	-0.151398469	-1.686624225	0.167171271	-0.514374228	0.373343092	-0.092820139	-0.488906616	-0.250286947	0.359371063	0.131622001	-0.234927546
PA1663_at	-0.542185389	-0.760747707	-0.717318328	-2.794174828	-0.741036127	-0.420042093	-0.284842728	-0.002175807	-1.025527053	0.27492132	0.450338342	0.333323409	0.06245699	-0.086795459	0.357113844	0.111669928	0.184429684	-0.088119288
PA1088_at	-0.142605093	0.086300822	-0.164385421	0.218301276	-1.560851704	-0.49193599	0.107860916	-0.612072547	0.275065998	3.56914575	2.392961821	1.577941676	0.268659547	0.277429278	0.208815196	-0.588745961	-0.540330768	-0.576864208
PA2920_at	-0.324396871	-0.967713064	-0.909405985	-2.024166415	-1.730035016	-0.205122892	-0.070650951	-0.732362673	-0.411888813	0.175148155	0.199463003	-0.053655263	0.062743544	0.221488325	-0.021283911	0.46622544	0.26228999	0.16313677
PA5220_at	-0.475602302	-0.446172469	-0.516352951	-2.098502312	-3.703206572	0.969655065	-0.195242336	-0.003535591	-1.375425269	0.262795009	-0.202576358	0.312189536	-0.078986239	-0.109882231	0.189789091	0.537018229	-0.027970269	0.111355
PA0050_r_at	0.308886749	-0.506671593	-0.875526254	-2.408395815	-2.334618	-0.397778818	-0.29290956	-1.107694511	-1.289659956	-0.526037632	0.074797981	-0.76688139	0.743922443	0.55119969	0.270996879	0.384664552	-0.267206976	-0.571918992
PA5017_at	-2.017423275	-1.340356299	-1.951762834	-1.82284529	0.430553836	-0.699396446	-1.184778859	-0.143022646	-0.791716261	0.490006577	0.023152159	0.124719749	-0.854901872	-0.761796071	-0.412237854	0.264747863	-0.153920869	0.544812952
PA1176_napF_at	-0.36110827	-0.070315425	-0.59352438	-1.496959703	-2.310882231	1.441827325	0.072684072	-0.638528444	-1.491999827	0.161799111	0.202441038	-0.032828228	0.57655491	0.465481326	0.690356465	0.572732542	0.287894667	0.409356329
PA4220_i_at	1.078866512	-0.002467728	0.394539065	-1.311555108	-2.830078608	-1.506011472	0.063047833	-1.281642521	-0.984011493	0.102701247	0.681295311	0.289990499	-0.182346127	0.929567064	0.18126408	0.385117644	-0.044419911	0.05949117
PA0546_metK_at	-0.213535994	-0.546000237	-0.386769774	-2.310856117	-3.43842404	-0.188949242	0.015614133	-0.313993382	0.244074861	0.16112544	-0.13929238	0.333975691	-0.443656916	0.492369618	0.584022785	0.650382705	-0.118444541	0.034297462
PA1461_at	-0.647404692	-0.670521173	-1.153142103	-0.273568732	-0.656272309	-0.903265561	-0.251910839	-0.841985863	0.016887564	1.583069551	0.284014309	1.468948049	-0.511284175	0.017470416	0.043233097	0.365832291	0.069437741	-0.044047912
PA2302_at	0.075051074	-0.17351469	0.046468495	-2.563743217	-1.98170245	-0.281358407	0.041853159	-1.361911409	-0.901569658	0.028876807	0.040534768	0.460285267	0.18675402	0.338448744	0.595785801	0.227936737	0.124574256	-0.495395185
PA3723_at	-0.261275886	-0.604232821	-0.65987528	-1.998371303	-3.24507188	1.88370888	0.06797203	-0.569448992	-1.42852429	0.118159087	0.197427417	0.021518562	0.170852254	0.754485021	0.193529355	0.753929981	-0.075867768	-0.346284465
PA1662_at	-0.518793127	-0.875952336	-1.297120588	-3.027955552	-1.270139955	-0.722800507	-0.360003771	-0.215990573	-1.428644165	-0.146037069	-0.004577851	0.111567835	-0.276840205	-0.150257968	-0.145096646	0.23597662	-0.22857817	-0.538185974
PA1216_at	-0.157965376	-0.390758258	-0.097015287	-1.861379487	-4.56037673	1.233538404	-0.185521153	-0.669788018	-0.582451447	0.149862686	0.248889189	0.211429506	-0.112873628	-0.017834493	-0.073013439	0.899937392	0.083982839	-0.189480129
PA1175_napD_at	-0.559064847	-0.270710958	-0.917031818	-1.503193408	-2.74424121	1.586618308	-0.004798262	-0.688788285	-1.514573173	0.115487846	-0.039238112	-0.654019846	0.520537363	0.587982842	0.826894379	0.746247801	-0.176747973	-0.152751127
PA1639_at	-3.756777742	-3.622273972	-0.5582971	-0.619249713	0.211590553	-0.457948857	0.167997147	0.015773379	-0.299044184	0.199966314	-0.269240855	-0.238545929	0.3462497	-0.092470219	-0.256429023	0.231856151	-0.198643687	-0.265748865
PA3415_at	-0.207407768	-0.659310805	-0.570848439	-1.325168097	-3.38146397	1.497823985	-0.224890993	-0.994418902	-1.572108041	-0.065333457	0.325031615	-0.191003697	-0.0961504	0.248833015	-0.164793645	0.575115647	0.158256326	0.126533999
PA1660_at	-0.769547438	-0.567710132	-1.405947871	-2.319155458	-0.860517955	-0.237582394	-0.188352883	-0.396673625	-1.591223167	0.252148509	0.456304808	0.118006695	-0.441072634	-0.598691952	-0.11860299	0.535198603	-0.091477001	-0.148334848
PA0447_gcdH_at	-2.148623906	-1.596668343	-0.333851503	-1.078184372	-5.519319876	4.972245042	0.166316706	-0.205755752	-1.640524365	-0.02011574	0.094470366	0.125289099	-0.182484161	0.067343127	-0.094406412	1.151884446	-0.28384554	0.026351686
PA0459_at	0.227151528	-0.11564727	0.136369823	-0.723523229	-1.645892529	0.323918674	0.390465179	-1.519224615	-0.479766672	0.177386026	0.385906574	-0.860996702	0.97941645	1.602710462	1.971424319	0.787392135	0.017441967	-0.222970093
PA0547_at	-0.027234803	-0.111174141	-0.774722681	-2.336202328	-2.303178047	-0.356720204	-0.284628135	-1.432122324	0.720829403	-0.201147236	-0.108968217	0.178751139	0.180349604	0.442145177	0.920186113	0.027170563	0.121185243	-0.227358926
PA2939_at	-0.042489873	-0.47570944	-0.050477594	-2.998654986	-4.63351479	1.216399862	0.28729416	-0.246554121	-1.394835629	0.048359814	0.219831222	0.277477316	-0.053658844	-0.271620305	0.005691792	0.383221919	-0.446324872	-0.272193211
PA2031_i_at	-0.042753957	-0.096617147	-0.411968825	-2.163044209	-4.506139156	1.627442114	-0.077232085	0.23047634	-2.307025326	0.010793904	-0.535451753	-0.067801762	0.132335262	0.098156947	0.27598852	0.128545673	0.336051143	0.093657529
PA1091_at	0.368783107	0.183050279	0.145975965	0.158366605	-1.499487026	-1.172802287	-0.083811404	-1.099487177	0.541886748	2.153134116	1.580304735	1.530219536	0.477788566	0.897111788	0.276694665	-0.572459368	-0.249456492	-0.354356806
PA2303_at	-0.207853448	-0.277533976	-0.128215243	-2.008421826	-2.306124348	0.151939271	-0.19785124	-0.132752439	-1.257784815	0.044937405	0.056410207	0.483957937	-0.166276904	-0.125766578	0.574729348	0.595999304	0.336346451	0.018969237
PA3923_at	-1.098244031	-1.307990508	-1.744402613	-1.633779835	-2.721451032	0.970888153	0.160328527	0.07031144	-1.450466548	0.449497257	0.072244262	-0.490922473	-0.919975257	-0.419665295	1.410260482	0.752802895	-0.944726979	-0.567046365
PA1659_at	-0.768625671	-0.907458245	-1.461684707	-3.222510845	-1.076717254	-0.505238594	-0.439877504	0.16951571	-1.4792341	0.372337122	-0.04776392	-0.655614966	-0.467037102	-0.622457349	-0.31020858	0.137693865	0.035267326	-0.064666796
PA1343_at	0.366579307	0.049544228	0.114926748	-2.514456103	-0.419801684	-2.087882516	-0.557375897	-1.190371216	0.811878926	0.11288928	-0.256404715	0.043591148	0.558357797	0.234370463	0.281516127	1.018728949	1.286110052	-0.672324636
PA2304_at	-0.21520116	-0.396550658	-0.392785906	-1.636501516	-2.142796047	0.727689768	-0.323991511	-0.257477586	-0.905245958	-0.456097333	0.413990489	0.554473384	-0.055710359	0.348943836	0.623219927	0.768133554	0.057462836	0.184497989
PA4601_at	-1.474660655	-1.759369058	-2.066657598	-1.852650285	0.077268006	-1.857050824	-1.071701854	-1.009502977	-0.178395487	-0.546656331	-0.37238049	-0.556447003	-0.226354637	-0.20526399	-1.123166994	-0.070045589	-0.029555091	-0.102092525
PA3906_at	-1.112789303	-0.856379631	-1.146038184	-1.732999155	-1.706848435	-0.428776269	0.101263139	0.404542091	-1.957251046	0.250244281	-0.127713445	0.127741175	-0.017224278	-0.169149901	0.092710999	0.305629793	-0.101649274	-0.864424485
PA1344_at	0.127268324	0.215674967	-0.240748705	-1.604624148	-1.75212802	0.424604638	-0.187055992	-1.611675753	-0.50496689	0.086619026	-0.333406032	0.039578679	0.581972294	0.351501087	0.204066728	0.90902097	1.190379776	-0.283092419
PA4134_i_at	0.007519664	-0.233043672	-1.168006902	-3.743773664	-2.034585694	-0.298253362	0.68281839	-1.132852679	0.229592289	0.028384305	0.72316829	-0.26593041	-0.456683027	-0.095081057	0.339287705	0.389919318	-0.045917456	-0.495642877
PA4781_at	-1.476942005	-2.194486793	-0.341343832	-1.236056907	-2.437150568	1.434189116	0.370476681	-0.113551207	-1.1334229	0.018069631	-0.112891305	0.170724967	0.090403259	0.176097494	0.32254429	0.478173437	-0.044980532	-0.435299201
PA1887_at	-0.007103824	-0.49293541	-0.232321598	-1.090456269	-4.112375045	2.400696711	-0.412501667	-0.497065039	-2.686374632	0.091869032	0.236457268	0.104075199	-0.000717122	-0.056470035	-0.018067654	0.709583243	-0.014177691	-0.400670149
PA1177_napE_at	-0.02893218	-0.2462207	-0.114127925	-2.067511645	-2.541569905	1.141732685	0.016882987	-0.625329262	-1.695172842	0.199726566	0.122308234	-0.249416881	0.070688727	0.343830336	0.480233174	0.996678987	-0.304174543	-0.05935028
PA2460_i_at	-1.138467378	-1.660664746	-2.157887194	-2.014541993	0.423413545	-1.466922244	-1.171737791	-0.469401171	-0.188483228	0.587250753	0.073149676	-1.251748701	-0.607142997	-1.053607289	-0.738856373	0.669604938	-0.081631642	0.316457695
PA0263_hcpC_s_at	-0.649147041	-1.149509051	-1.850579217	-3.771058694	0.568576233	-3.460459874	0.2650737	0.395517689	0.125042472	1.027153073	-0.56624849	-0.173082087	-0.286300049	-1.00537089	-1.025283335	0.393919393	-0.307281813	0.156033422
PA1668_at	-0.402138854	-0.773137557	-0.45376424	-2.86467297	-1.071399791	-1.115012515	0.002671088	0.091825491	-1.198088177	-0.175773223	0.309806179	0.465635229	-0.163000287	-0.193497638	0.044972926	0.189218259	-0.17787481	-0.401255301
PA2373_at	-0.376610512	-0.378699779	-0.126789778	-1.916232327	-2.324114105	-0.117345069	0.065292638	-0.679654405	-1.369161288	0.191012762	0.161331789	0.115162101	-0.390336381	-0.053621595	-0.07946276	0.543744312	0.217813523	-0.328362266
PA1666_at	-0.127561344	-0.644375821	-0.257032268	-3.4730612	-1.196587681	-0.454773327	0.074159219	-0.061966177	-1.013267918	-0.125974797	0.28615286	0.130453561	-0.130569012	0.225891473	-0.025573659	0.34644662	0.194163449	-0.484134123
PA0172_at	-0.761151292	-0.625989951	-0.144300053	-0.761034683	-1.926832397	-0.343245753	-0.282318608	0.552266674	-3.1336816	-0.090506233	0.074026939	0.203565825	-0.107538289	-0.388099681	0.044038644	0.592989802	0.018190932	-0.23678366
PA1464_at	-0.35910034	-0.394956757	-0.662847839	-0.997151603	-0.591018013	-0.307798627	-0.454138396	-0.162689994	-0.263321986	1.48341622	0.909688064	0.96281352	-0.226373364	-0.104415343	0.022859814	0.338011933	-0.036564813	-0.045407838
PA0587_at	-0.075538851	-0.294074052	-0.415567433	-1.581994992	-1.5269654	0.326344236	0.23343829	-1.378382459	-0.485820891	0.199467568	0.624485212	-0.496837415	0.030854972	0.690011075	0.358641156	0.971321468	-0.014122626	-0.095532024
PA1100_fliE_at	2.170006672	2.114114348	1.101024495	0.566704007	1.708132766	-1.209078781	-0.963039476	-2.050784087	0.787714615	5.226939837	5.049183188	5.175020585	-0.782796979	-1.333261568	-0.698287722	-0.522417064	0.235744165	-0.678418586
PA0132_at	-0.09195517	-0.283166016	1.030800508	-1.286901079	2.455543205	-3.227701005	-0.121893411	-0.548247519	1.028269982	0.189775585	1.524757303	-0.613988962	0.287289098	0.259349484	1.090354946	1.893458063	1.392033808	0.372608525
PA2375_i_at	-0.392883522	-0.913631036	-0.737445759	-1.961606713	-1.441356297	-0.6999361	-0.056367302	-0.541105464	-0.64109735	-0.224481864	-0.313611637	-0.600526707	0.181794512	0.154116417	0.399288441	0.630432516	-0.490189014	0.311874837
PA0852_cpbD_at	-0.090906444	0.252801652	0.014925395	-2.86808809	-3.902647618	0.590863219	0.54064718	0.098431045	-1.600867582	0.053064736	-0.132526292	0.02029811	-0.212542446	-0.145260686	0.100396807	0.73413422	0.067750689	-0.042192987
PA1140_at	0.090982205	-0.311802442	-0.091019948	-1.621318249	-1.537754055	-0.306984297	0.158129579	0.229211642	-1.169719504	-0.035707489	0.054629548	0.033290728	0.006479053	0.022212079	0.354494873	2.587341937	-0.682471358	0.476875688
PA1661_at	-0.725500811	-0.467142663	-0.938609288	-2.395483442	-0.636460013	-1.148313833	-0.283243647	-0.482316785	-0.913428849	-0.268541409	0.00071417	-0.122522132	-0.314425917	-0.357004564	0.157507035	0.796332057	-0.198133653	-0.313253293
PA2371_at	0.078947893	-0.36682672	-0.024528898	-2.1754701	-2.154198804	-1.056737799	0.124375598	-0.310639908	-0.494123722	-0.268498289	0.669877065	0.071168729	0.192159555	-0.072611398	0.026049267	0.475353364	0.110304515	-0.230734283
PA1339_at	-0.916520663	-1.345829584	-0.98004559	-1.042739323	-1.047308834	-0.821174969	0.238944969	0.64937135	-1.011582571	-0.164166076	-0.339455197	0.801625038	0.190859458	0.171718096	0.088580662	0.80483754	-0.399978286	-0.083749892
PA3552_at	0.158173185	0.553925178	0.362103246	-2.630720267	0.115269024	-2.488061138	-0.461025452	-1.806677119	0.996286857	-0.022221141	-0.098831386	-0.094804459	0.23768265	0.042243212	0.227083633	1.114119775	1.475567128	-0.747731526
PA4520_at	-1.914090186	-1.670496421	-1.816816236	-0.949976861	-0.656936108	-0.364271738	-0.705171743	0.063107813	-0.05736394	0.329448727	-0.082878779	0.247436441	-0.327608782	-0.44288117	-0.142233873	-0.151957888	-0.121946806	-0.129398874
PA1085_flgJ_at	0.826031768	0.889425736	0.435066627	0.419242404	-0.333236897	-0.997148058	0.937071593	-0.364977493	1.839009308	5.051661809	4.567538835	3.825999977	0.32296833	0.343513418	-0.257638147	-1.014605674	-1.044100522	-0.912566973
PA2004_at	-0.507862244	-0.349172572	-0.432594011	-0.540611779	-2.225923765	0.845088581	0.092192473	-0.277375496	-0.203128805	-0.182476657	0.251334287	0.119991498	0.349029522	2.574507764	0.079449053	0.744581753	-0.615494213	0.277325313
PA1746_at	-0.017637837	0.022975956	-0.168307714	-0.720097735	-0.881114123	0.190994678	0.151899716	0.047021394	-0.418320004	0.342621545	-0.13929566	-1.343953052	1.125525616	2.083265543	2.228921288	0.901460501	-0.100614301	0.303706888
PA4682_at	-3.180864866	-2.294927788	-0.766805079	-0.89062583	-0.03814067	0.744341157	0.451367615	0.288768856	0.017007852	-0.125372337	0.529463282	0.315236068	-0.000746286	0.809644468	0.246117253	0.054980207	-0.245532822	-0.066957566
PA4874_at	0.216978191	-0.095358257	-0.387098107	-2.197272223	-3.09276076	0.588527674	0.268558201	-0.346597474	-1.146468514	0.192651028	-0.700794739	-0.321917967	0.271159701	0.556084501	0.297283906	0.626547695	-0.095002723	0.163217525
PA1431_rsaL_at	0.190726687	-0.366945694	-0.460102747	-1.827120517	-2.229385968	0.358646312	0.447978438	0.11392392	-1.780473301	0.082765173	0.285997842	0.026120263	-0.268584528	-0.126625264	0.287815237	0.60821349	0.306061796	0.388047532
PA3479_rhlA_at	0.089551585	-0.411585891	-0.741116194	-1.907611163	-2.822557916	0.429118152	-0.094280494	0.001309914	-1.116653788	0.072531414	0.384528621	0.116013967	-0.139309992	-0.156015288	0.196571687	0.160295279	0.129071794	-0.242293401
PA5351_at	0.521987582	-0.182377295	-0.625166889	-1.995826167	-2.054087068	-1.123433096	-0.539371558	-0.070369566	-0.009243519	-0.192207143	-0.302146883	-0.251300039	0.426998906	0.188675722	0.568573261	0.441361273	-0.165780344	0.280347799
